age,job,marital,education,default,balance,housing,loan,index
33,services,divorced,secondary,no,991,yes,no,6193
30,blue-collar,married,secondary,no,501,yes,yes,6194
34,admin.,married,secondary,no,256,no,no,6195
59,retired,married,secondary,no,-48,yes,no,6196
26,admin.,married,secondary,no,1641,yes,no,6197
42,admin.,married,secondary,no,818,yes,no,6198
48,blue-collar,married,secondary,no,154,yes,no,6199
31,services,married,secondary,no,-641,yes,yes,6200
28,entrepreneur,single,tertiary,no,219,yes,no,6201
36,admin.,married,secondary,no,1867,yes,yes,6202
27,student,single,unknown,no,910,yes,yes,6203
39,blue-collar,married,primary,no,34,yes,no,6204
35,technician,married,tertiary,no,712,yes,no,6205
28,management,single,tertiary,no,0,yes,no,6206
32,technician,married,tertiary,no,168,no,no,6207
28,blue-collar,single,secondary,no,1025,yes,no,6208
34,blue-collar,married,secondary,no,457,yes,yes,6209
51,blue-collar,married,primary,no,109,yes,no,6210
50,management,married,secondary,no,-44,yes,no,6211
49,unemployed,married,primary,no,-384,yes,no,6212
36,management,single,tertiary,no,3875,yes,no,6213
55,technician,married,secondary,no,1004,yes,yes,6214
58,management,divorced,tertiary,no,-71,no,no,6215
41,services,married,secondary,no,33,yes,yes,6216
29,admin.,single,tertiary,no,2904,yes,no,6217
36,entrepreneur,married,tertiary,no,271,yes,no,6218
24,admin.,single,secondary,no,-507,yes,no,6219
31,management,single,tertiary,no,1411,yes,no,6220
30,management,single,tertiary,no,3773,yes,no,6221
24,technician,single,tertiary,no,1954,yes,yes,6222
36,blue-collar,married,primary,no,244,yes,no,6223
51,blue-collar,divorced,secondary,no,216,yes,no,6224
23,blue-collar,single,primary,yes,-627,yes,yes,6225
26,blue-collar,single,primary,no,619,yes,yes,6226
29,services,single,tertiary,no,2564,yes,no,6227
41,self-employed,married,primary,no,-8,yes,no,6228
35,services,married,secondary,no,505,yes,yes,6229
42,services,married,secondary,no,-43,yes,yes,6230
29,services,married,secondary,no,1057,yes,no,6231
34,entrepreneur,married,secondary,no,-139,yes,yes,6232
34,management,single,tertiary,no,13,yes,no,6233
58,retired,married,primary,no,90,yes,no,6234
31,blue-collar,married,secondary,no,203,yes,no,6235
32,management,married,tertiary,no,-383,yes,no,6236
56,management,divorced,tertiary,no,-676,yes,yes,6237
34,blue-collar,single,secondary,no,1698,yes,no,6238
30,blue-collar,married,secondary,no,-269,yes,no,6239
31,management,single,tertiary,no,2124,yes,no,6240
28,student,single,secondary,no,4793,no,no,6241
57,management,single,tertiary,no,33,yes,no,6242
35,blue-collar,single,primary,no,21,yes,no,6243
46,technician,divorced,secondary,no,119,yes,no,6244
51,management,married,tertiary,no,0,no,no,6245
38,blue-collar,married,primary,no,315,yes,no,6246
33,services,divorced,secondary,no,-395,yes,no,6247
21,blue-collar,married,secondary,no,223,yes,no,6248
38,technician,single,secondary,no,145,yes,no,6249
49,admin.,divorced,secondary,no,333,yes,no,6250
54,blue-collar,married,primary,no,3170,yes,no,6251
42,admin.,single,secondary,no,-847,yes,no,6252
44,blue-collar,divorced,primary,no,68,yes,no,6253
31,services,married,secondary,no,-704,yes,no,6254
52,technician,divorced,secondary,no,388,yes,yes,6255
27,self-employed,single,tertiary,no,270,yes,no,6256
33,blue-collar,married,secondary,no,-241,yes,yes,6257
40,technician,married,secondary,no,56,yes,yes,6258
57,housemaid,married,primary,no,411,yes,no,6259
52,services,married,primary,no,-585,yes,yes,6260
30,technician,single,secondary,no,1534,yes,no,6261
25,blue-collar,single,secondary,no,-143,yes,yes,6262
36,admin.,married,secondary,no,68,yes,yes,6263
51,blue-collar,single,secondary,no,936,yes,no,6264
32,admin.,single,secondary,no,13,yes,no,6265
44,admin.,divorced,secondary,no,-88,yes,no,6266
26,technician,divorced,secondary,no,21,yes,no,6267
54,admin.,divorced,secondary,no,-288,yes,no,6268
27,blue-collar,single,secondary,yes,87,yes,no,6269
37,admin.,married,secondary,no,274,yes,no,6270
30,services,married,secondary,no,357,yes,no,6271
46,technician,married,secondary,no,-337,yes,no,6272
36,services,single,secondary,yes,-455,no,no,6273
46,blue-collar,married,primary,no,258,yes,no,6274
36,technician,married,secondary,no,474,yes,no,6275
31,blue-collar,married,secondary,no,66,no,no,6276
35,services,married,secondary,no,74,yes,no,6277
25,blue-collar,single,secondary,no,2354,no,yes,6278
21,admin.,single,unknown,no,-28,yes,no,6279
30,management,married,tertiary,no,0,yes,no,6280
44,technician,divorced,secondary,no,1196,yes,no,6281
34,technician,single,secondary,no,486,yes,no,6282
34,blue-collar,married,secondary,no,-76,yes,no,6283
32,admin.,married,secondary,no,-370,yes,no,6284
40,management,divorced,tertiary,no,290,yes,no,6285
31,blue-collar,single,secondary,no,116,yes,no,6286
29,admin.,single,secondary,no,915,yes,no,6287
33,blue-collar,married,secondary,no,0,yes,no,6288
47,admin.,divorced,secondary,no,-407,yes,no,6289
31,services,married,secondary,no,-214,yes,no,6290
29,blue-collar,married,primary,no,715,yes,no,6291
31,admin.,single,secondary,no,-302,yes,yes,6292
34,admin.,single,secondary,no,88,yes,no,6293
28,student,single,tertiary,no,737,yes,no,6294
42,admin.,married,primary,no,1547,yes,yes,6295
29,blue-collar,married,secondary,no,975,yes,no,6296
53,self-employed,married,primary,no,6,yes,no,6297
39,blue-collar,married,secondary,no,459,yes,no,6298
33,management,divorced,tertiary,no,723,yes,no,6299
31,management,married,tertiary,no,1230,yes,no,6300
34,services,married,secondary,no,0,no,no,6301
43,unemployed,divorced,secondary,no,700,yes,no,6302
33,blue-collar,married,tertiary,no,22,yes,no,6303
33,admin.,divorced,secondary,no,479,yes,no,6304
25,technician,married,unknown,no,776,yes,no,6305
34,blue-collar,married,secondary,no,1575,yes,no,6306
26,blue-collar,single,secondary,no,592,yes,yes,6307
42,blue-collar,married,secondary,no,3052,yes,no,6308
40,blue-collar,married,primary,yes,-56,yes,no,6309
33,blue-collar,married,primary,no,-159,yes,no,6310
39,blue-collar,married,primary,no,1135,yes,no,6311
24,self-employed,single,tertiary,no,2984,yes,no,6312
30,unemployed,married,secondary,no,-98,yes,no,6313
49,management,married,tertiary,no,1304,yes,no,6314
33,services,married,secondary,no,684,yes,no,6315
39,management,divorced,tertiary,no,-999,yes,no,6316
30,blue-collar,married,secondary,no,1196,no,no,6317
49,technician,married,secondary,no,-353,yes,yes,6318
60,technician,married,tertiary,no,1626,yes,yes,6319
43,technician,single,secondary,no,33,yes,no,6320
33,entrepreneur,married,secondary,no,-118,yes,yes,6321
30,entrepreneur,married,secondary,no,1539,yes,yes,6322
24,blue-collar,single,secondary,no,-438,yes,no,6323
48,management,divorced,tertiary,no,108,yes,no,6324
26,admin.,married,secondary,no,0,no,no,6325
31,admin.,married,secondary,no,3052,yes,yes,6326
36,management,married,tertiary,no,0,yes,no,6327
36,management,married,tertiary,no,-825,no,no,6328
31,blue-collar,single,secondary,no,1000,yes,yes,6329
53,admin.,divorced,secondary,no,-120,yes,no,6330
32,management,married,tertiary,no,124,no,no,6331
47,technician,married,tertiary,no,-512,yes,yes,6332
34,management,single,primary,no,212,no,no,6333
43,management,divorced,tertiary,no,3257,yes,no,6334
42,services,married,secondary,no,-437,yes,yes,6335
34,admin.,married,secondary,no,-549,yes,yes,6336
30,admin.,single,secondary,no,-213,yes,yes,6337
31,management,single,tertiary,no,-429,yes,yes,6338
52,technician,married,secondary,no,2001,yes,no,6339
27,admin.,single,secondary,no,1391,yes,no,6340
51,technician,married,secondary,no,-1042,yes,no,6341
38,management,single,tertiary,no,16957,yes,no,6342
41,admin.,divorced,secondary,no,348,yes,no,6343
60,technician,divorced,tertiary,no,-317,yes,no,6344
53,blue-collar,married,primary,no,1715,yes,yes,6345
56,retired,divorced,primary,no,-154,yes,no,6346
37,entrepreneur,single,tertiary,no,-274,yes,yes,6347
35,services,single,secondary,no,-267,yes,no,6348
37,entrepreneur,married,tertiary,no,836,yes,no,6349
35,management,married,secondary,no,1160,yes,no,6350
44,services,married,secondary,no,-230,yes,yes,6351
33,admin.,married,secondary,no,220,yes,no,6352
36,admin.,divorced,secondary,no,-37,yes,no,6353
27,services,single,secondary,no,1043,yes,no,6354
34,blue-collar,married,secondary,no,763,yes,no,6355
30,blue-collar,single,secondary,no,49,no,yes,6356
33,management,single,tertiary,no,0,no,no,6357
26,services,divorced,primary,no,633,yes,no,6358
29,self-employed,married,secondary,no,-76,yes,no,6359
33,technician,married,secondary,no,-616,yes,yes,6360
30,technician,single,secondary,no,1359,yes,no,6361
36,admin.,married,secondary,no,234,yes,no,6362
36,admin.,divorced,secondary,no,-611,yes,no,6363
47,management,divorced,tertiary,no,-363,yes,yes,6364
37,blue-collar,divorced,secondary,no,-333,yes,no,6365
32,blue-collar,married,primary,yes,-275,yes,yes,6366
28,unemployed,married,secondary,no,863,yes,yes,6367
28,technician,married,secondary,no,839,yes,no,6368
53,blue-collar,single,unknown,no,1555,yes,no,6369
26,blue-collar,married,secondary,no,284,yes,no,6370
42,unemployed,married,secondary,no,-165,yes,yes,6371
29,management,single,tertiary,no,941,yes,no,6372
32,admin.,single,secondary,no,223,yes,yes,6373
46,management,married,tertiary,no,1285,yes,no,6374
52,retired,divorced,secondary,no,246,yes,no,6375
28,admin.,single,secondary,no,891,yes,no,6376
45,entrepreneur,married,primary,no,-100,yes,no,6377
25,blue-collar,single,primary,no,6,yes,yes,6378
60,blue-collar,married,primary,no,93,no,yes,6379
26,blue-collar,married,primary,yes,-683,yes,yes,6380
38,blue-collar,married,secondary,no,-220,yes,no,6381
23,blue-collar,single,secondary,no,13,yes,yes,6382
35,blue-collar,married,primary,no,1383,yes,no,6383
22,technician,single,secondary,no,0,yes,no,6384
34,technician,single,secondary,no,-329,yes,no,6385
41,services,married,secondary,no,1141,yes,no,6386
28,management,single,tertiary,no,204,yes,no,6387
32,services,single,secondary,no,38,yes,no,6388
27,housemaid,married,secondary,no,22,yes,yes,6389
25,blue-collar,single,secondary,no,154,yes,no,6390
25,blue-collar,married,secondary,no,97,yes,no,6391
37,blue-collar,married,secondary,no,0,no,no,6392
37,blue-collar,single,tertiary,no,1222,no,no,6393
40,admin.,married,secondary,no,-666,yes,no,6394
58,blue-collar,married,secondary,no,-37,yes,no,6395
24,services,married,tertiary,no,0,yes,no,6396
52,management,married,secondary,no,0,yes,yes,6397
28,blue-collar,married,secondary,no,0,yes,no,6398
29,technician,single,secondary,no,156,yes,no,6399
30,technician,single,tertiary,no,445,yes,no,6400
35,management,married,tertiary,no,-718,yes,yes,6401
34,management,single,tertiary,no,3635,yes,no,6402
51,management,married,tertiary,no,1944,yes,no,6403
29,technician,single,secondary,no,316,yes,yes,6404
35,management,married,tertiary,no,949,yes,no,6405
32,services,single,secondary,no,259,yes,no,6406
29,entrepreneur,married,secondary,no,452,yes,no,6407
35,technician,divorced,secondary,no,-199,yes,no,6408
28,blue-collar,married,secondary,no,781,yes,no,6409
34,services,married,secondary,no,279,yes,no,6410
32,services,married,secondary,no,-479,yes,no,6411
24,technician,single,secondary,no,84,yes,no,6412
45,admin.,divorced,secondary,no,1126,yes,no,6413
25,services,married,secondary,no,4063,yes,no,6414
33,services,married,secondary,no,1553,yes,no,6415
42,blue-collar,married,secondary,no,68,yes,no,6416
41,blue-collar,married,secondary,no,153,yes,no,6417
35,services,married,secondary,no,843,yes,no,6418
31,blue-collar,married,secondary,no,-325,yes,yes,6419
29,management,single,secondary,no,0,yes,yes,6420
26,technician,single,secondary,no,218,yes,no,6421
46,blue-collar,married,primary,no,-326,yes,no,6422
35,technician,single,secondary,no,-229,yes,no,6423
53,management,married,primary,no,351,yes,no,6424
31,technician,married,secondary,no,-360,yes,no,6425
49,admin.,divorced,secondary,no,-203,yes,no,6426
44,blue-collar,divorced,secondary,no,-239,yes,no,6427
39,technician,married,secondary,no,768,yes,yes,6428
28,management,married,tertiary,no,13186,yes,no,6429
28,admin.,married,secondary,no,6429,yes,yes,6430
31,management,married,tertiary,no,22867,yes,no,6431
38,management,married,secondary,no,0,yes,no,6432
30,blue-collar,single,secondary,no,-93,yes,no,6433
29,management,married,tertiary,no,7832,yes,no,6434
38,technician,married,secondary,no,-735,yes,no,6435
31,admin.,single,secondary,no,-133,yes,no,6436
24,technician,single,unknown,no,818,yes,yes,6437
59,management,divorced,tertiary,no,844,no,yes,6438
22,technician,single,secondary,no,28,yes,no,6439
29,blue-collar,married,primary,no,79,yes,no,6440
31,blue-collar,single,secondary,no,369,yes,yes,6441
38,blue-collar,single,secondary,no,5891,yes,no,6442
51,blue-collar,divorced,secondary,no,78,yes,no,6443
27,admin.,married,secondary,no,186,yes,no,6444
34,management,married,secondary,no,-311,yes,no,6445
29,management,single,tertiary,no,10436,no,no,6446
27,blue-collar,married,secondary,no,411,yes,yes,6447
28,services,single,secondary,no,68,yes,no,6448
38,services,married,secondary,no,133,yes,no,6449
45,admin.,married,secondary,no,-173,yes,no,6450
44,services,divorced,secondary,no,51,yes,yes,6451
27,admin.,married,secondary,no,132,yes,no,6452
41,technician,married,secondary,no,-804,yes,yes,6453
44,technician,divorced,secondary,no,-562,yes,no,6454
41,technician,married,secondary,no,-274,yes,no,6455
27,unemployed,single,secondary,no,0,yes,no,6456
38,technician,married,secondary,no,254,yes,no,6457
30,blue-collar,single,secondary,no,-477,yes,yes,6458
31,blue-collar,married,secondary,no,175,yes,no,6459
25,blue-collar,single,secondary,no,26,yes,no,6460
32,blue-collar,married,secondary,no,49,yes,no,6461
30,blue-collar,married,secondary,no,-202,no,no,6462
30,management,single,tertiary,no,6164,yes,no,6463
36,services,single,secondary,no,-330,yes,no,6464
30,management,married,secondary,no,-397,yes,no,6465
38,technician,married,secondary,no,750,yes,no,6466
41,technician,married,tertiary,no,725,yes,yes,6467
34,blue-collar,married,secondary,no,-1725,yes,no,6468
45,unemployed,married,primary,no,180,yes,yes,6469
36,blue-collar,married,secondary,no,-190,yes,no,6470
34,blue-collar,single,secondary,no,-96,yes,no,6471
30,blue-collar,married,primary,no,554,yes,no,6472
36,services,single,secondary,no,-295,yes,yes,6473
28,blue-collar,single,unknown,no,913,yes,no,6474
29,entrepreneur,married,tertiary,no,3037,yes,no,6475
36,services,single,secondary,no,9713,yes,no,6476
32,management,single,tertiary,no,1410,yes,no,6477
28,admin.,single,secondary,no,428,yes,yes,6478
35,entrepreneur,married,tertiary,no,542,yes,yes,6479
24,blue-collar,married,secondary,no,-254,yes,yes,6480
36,technician,married,primary,no,1653,yes,yes,6481
30,management,married,tertiary,no,-27,yes,no,6482
35,technician,married,secondary,no,712,yes,no,6483
34,blue-collar,single,secondary,no,3723,yes,no,6484
32,services,married,secondary,yes,-684,yes,no,6485
26,blue-collar,married,secondary,no,557,yes,yes,6486
24,admin.,single,secondary,no,795,yes,no,6487
40,management,divorced,tertiary,no,-78,yes,no,6488
32,blue-collar,married,primary,no,902,yes,no,6489
43,technician,married,secondary,no,2344,yes,no,6490
29,blue-collar,married,secondary,no,844,yes,no,6491
34,admin.,single,secondary,no,0,yes,no,6492
34,services,single,secondary,no,544,yes,no,6493
24,blue-collar,single,primary,no,111,yes,yes,6494
49,technician,divorced,secondary,no,-1547,yes,yes,6495
37,services,married,secondary,no,-349,yes,no,6496
26,technician,single,secondary,no,261,yes,no,6497
43,management,married,tertiary,no,1379,yes,no,6498
39,management,married,tertiary,no,-342,yes,no,6499
36,management,single,tertiary,no,0,yes,no,6500
25,entrepreneur,single,tertiary,yes,6,yes,yes,6501
47,entrepreneur,married,tertiary,no,362,yes,no,6502
37,technician,married,secondary,no,427,yes,yes,6503
20,student,single,tertiary,no,556,yes,no,6504
28,management,married,tertiary,no,318,yes,no,6505
29,management,single,secondary,no,-105,yes,no,6506
31,services,married,secondary,no,-538,no,yes,6507
26,student,single,secondary,no,2784,yes,no,6508
41,admin.,married,secondary,no,920,yes,yes,6509
48,housemaid,married,primary,no,627,yes,no,6510
34,blue-collar,married,primary,no,244,yes,no,6511
30,management,single,tertiary,no,0,yes,yes,6512
34,technician,married,secondary,yes,-34,yes,no,6513
43,blue-collar,divorced,primary,no,6,yes,no,6514
25,technician,divorced,tertiary,no,174,no,yes,6515
40,management,single,tertiary,no,36,yes,no,6516
35,management,single,tertiary,no,-208,yes,no,6517
34,blue-collar,married,secondary,no,1412,yes,yes,6518
26,technician,single,secondary,no,75,yes,no,6519
30,self-employed,single,tertiary,no,2593,no,no,6520
34,technician,married,secondary,no,-259,yes,no,6521
45,technician,divorced,secondary,no,0,yes,no,6522
44,blue-collar,married,primary,no,1432,yes,yes,6523
34,unemployed,single,tertiary,no,906,yes,no,6524
39,technician,married,primary,no,169,yes,no,6525
47,admin.,married,secondary,no,-245,yes,no,6526
35,blue-collar,married,primary,no,914,yes,no,6527
49,blue-collar,divorced,primary,no,15,yes,no,6528
28,technician,single,secondary,no,10865,yes,no,6529
30,services,married,secondary,no,-932,no,no,6530
31,blue-collar,married,secondary,no,77,yes,no,6531
31,management,married,tertiary,no,1183,yes,no,6532
39,management,married,tertiary,no,0,no,no,6533
28,blue-collar,married,secondary,no,100,yes,yes,6534
27,admin.,single,secondary,no,349,yes,no,6535
35,blue-collar,married,primary,no,424,yes,no,6536
47,technician,divorced,tertiary,no,-1148,yes,yes,6537
33,admin.,married,secondary,no,-297,yes,no,6538
34,technician,single,secondary,no,-476,yes,no,6539
33,management,married,tertiary,no,1657,yes,no,6540
33,technician,single,tertiary,no,231,yes,no,6541
24,management,married,secondary,no,2278,yes,no,6542
29,blue-collar,divorced,primary,no,2597,yes,no,6543
42,services,married,secondary,no,3620,yes,no,6544
57,blue-collar,married,primary,no,318,yes,no,6545
39,management,married,tertiary,no,1598,yes,yes,6546
33,blue-collar,married,primary,no,2615,yes,no,6547
43,blue-collar,married,primary,no,-127,yes,no,6548
26,blue-collar,married,secondary,no,2005,yes,no,6549
32,management,married,tertiary,no,3809,yes,no,6550
34,technician,single,tertiary,no,122,no,no,6551
31,blue-collar,single,tertiary,no,-701,yes,no,6552
48,blue-collar,married,primary,no,5172,yes,no,6553
32,blue-collar,single,secondary,no,106,yes,no,6554
55,management,married,tertiary,no,10065,no,no,6555
38,blue-collar,single,primary,no,199,yes,no,6556
36,services,single,secondary,no,260,yes,no,6557
32,unknown,single,secondary,no,-274,no,yes,6558
38,admin.,married,secondary,no,-247,yes,no,6559
46,management,divorced,tertiary,no,-154,yes,yes,6560
28,technician,single,tertiary,no,4513,yes,no,6561
36,blue-collar,married,primary,no,8326,yes,no,6562
44,blue-collar,single,secondary,no,-435,yes,no,6563
27,blue-collar,married,secondary,no,0,no,no,6564
39,management,married,secondary,no,1072,yes,no,6565
37,admin.,single,secondary,no,0,no,no,6566
38,entrepreneur,married,secondary,no,2849,yes,no,6567
34,blue-collar,married,primary,no,100,yes,yes,6568
32,technician,married,secondary,yes,-71,yes,no,6569
39,blue-collar,married,tertiary,no,206,yes,yes,6570
52,admin.,married,secondary,no,-732,yes,yes,6571
40,admin.,single,secondary,no,877,yes,no,6572
56,admin.,married,secondary,no,292,yes,no,6573
53,technician,divorced,secondary,no,392,yes,no,6574
39,management,married,tertiary,no,139,no,yes,6575
29,management,married,tertiary,no,-218,yes,no,6576
32,management,married,secondary,no,350,yes,no,6577
25,blue-collar,married,primary,no,657,yes,yes,6578
30,unemployed,single,secondary,yes,-770,yes,no,6579
45,blue-collar,married,secondary,no,-54,yes,no,6580
35,technician,single,secondary,no,175,yes,no,6581
36,admin.,single,secondary,no,0,yes,yes,6582
32,blue-collar,married,secondary,no,0,yes,yes,6583
40,management,single,tertiary,no,326,yes,no,6584
37,admin.,married,secondary,no,1123,no,yes,6585
23,admin.,single,secondary,no,4681,yes,no,6586
37,blue-collar,married,secondary,no,115,yes,yes,6587
49,technician,divorced,secondary,no,181,yes,no,6588
53,blue-collar,divorced,unknown,no,-473,yes,no,6589
53,services,married,primary,no,49,no,no,6590
33,blue-collar,single,tertiary,no,-303,yes,no,6591
29,blue-collar,married,primary,no,1615,yes,no,6592
37,admin.,single,secondary,no,1066,yes,no,6593
33,management,single,secondary,no,1973,yes,no,6594
45,blue-collar,married,primary,no,-175,yes,yes,6595
52,admin.,single,secondary,no,1964,no,yes,6596
48,management,single,secondary,no,61,yes,no,6597
29,management,married,tertiary,no,314,no,no,6598
40,services,divorced,secondary,no,5766,yes,yes,6599
36,blue-collar,divorced,secondary,no,-59,yes,no,6600
44,admin.,divorced,secondary,no,449,yes,yes,6601
31,admin.,divorced,secondary,no,82,no,no,6602
30,self-employed,single,secondary,no,311,yes,yes,6603
32,technician,single,secondary,no,719,yes,no,6604
38,blue-collar,married,secondary,no,35,yes,no,6605
34,management,single,tertiary,no,2570,no,no,6606
39,technician,married,secondary,no,1427,yes,no,6607
39,blue-collar,married,secondary,no,5222,yes,no,6608
38,technician,single,secondary,no,2751,yes,no,6609
31,services,single,secondary,no,0,yes,no,6610
33,technician,married,secondary,no,3002,yes,no,6611
33,admin.,single,secondary,no,598,yes,no,6612
30,blue-collar,married,secondary,no,363,yes,no,6613
37,admin.,married,secondary,no,18,yes,yes,6614
42,services,married,secondary,no,-262,no,no,6615
59,management,single,tertiary,no,68,yes,no,6616
25,technician,single,tertiary,no,43,yes,yes,6617
35,services,single,secondary,no,1227,yes,yes,6618
29,management,married,tertiary,no,16232,no,no,6619
37,technician,divorced,secondary,no,-230,yes,yes,6620
26,entrepreneur,single,secondary,no,265,yes,no,6621
45,management,divorced,tertiary,no,-255,yes,yes,6622
28,admin.,married,secondary,no,9779,yes,yes,6623
38,services,divorced,secondary,no,-345,yes,no,6624
57,services,divorced,secondary,no,-752,yes,no,6625
26,management,single,tertiary,no,6840,yes,no,6626
34,student,single,primary,no,3004,no,no,6627
44,retired,divorced,primary,no,2083,yes,no,6628
29,management,married,tertiary,no,2451,yes,no,6629
44,blue-collar,married,secondary,no,577,yes,no,6630
26,technician,single,secondary,no,668,yes,no,6631
36,blue-collar,single,primary,no,851,yes,no,6632
30,management,single,tertiary,no,849,yes,no,6633
29,technician,married,tertiary,no,1489,yes,no,6634
30,services,married,unknown,no,280,yes,yes,6635
29,management,single,tertiary,no,0,yes,no,6636
59,management,divorced,secondary,no,0,yes,no,6637
31,technician,single,secondary,no,55,no,no,6638
26,blue-collar,single,secondary,no,535,yes,yes,6639
30,technician,single,tertiary,no,-241,yes,no,6640
37,technician,married,secondary,no,-254,yes,yes,6641
42,technician,married,secondary,no,-184,yes,yes,6642
30,technician,single,secondary,no,1692,yes,yes,6643
32,technician,married,tertiary,no,-196,yes,no,6644
46,technician,married,secondary,no,317,yes,yes,6645
28,blue-collar,single,secondary,no,802,yes,no,6646
26,blue-collar,married,primary,no,755,yes,no,6647
29,housemaid,married,tertiary,no,420,yes,no,6648
29,services,married,secondary,no,1386,yes,no,6649
37,entrepreneur,married,secondary,no,-170,yes,no,6650
31,blue-collar,married,primary,no,-454,yes,yes,6651
31,admin.,single,secondary,no,162,yes,no,6652
27,management,single,secondary,no,442,yes,no,6653
28,management,single,tertiary,no,1996,yes,yes,6654
41,management,married,primary,no,-679,yes,yes,6655
45,services,married,secondary,no,-839,yes,no,6656
24,blue-collar,single,secondary,no,8594,yes,no,6657
28,services,single,secondary,no,2921,yes,no,6658
30,services,married,secondary,no,419,yes,no,6659
26,services,married,secondary,no,311,yes,no,6660
23,blue-collar,single,secondary,no,214,yes,no,6661
25,admin.,single,secondary,no,4590,yes,no,6662
28,services,married,secondary,no,1214,no,no,6663
31,technician,married,secondary,yes,-463,yes,no,6664
31,services,single,secondary,no,605,yes,no,6665
33,admin.,divorced,secondary,no,-403,yes,no,6666
27,admin.,single,secondary,no,110,yes,no,6667
37,technician,single,secondary,no,779,yes,no,6668
49,blue-collar,married,secondary,no,579,yes,no,6669
30,technician,single,tertiary,no,0,yes,no,6670
24,blue-collar,married,secondary,no,0,no,no,6671
39,blue-collar,divorced,secondary,no,412,no,no,6672
36,self-employed,married,tertiary,no,15,yes,no,6673
24,services,single,secondary,no,1611,yes,no,6674
29,blue-collar,single,secondary,no,-15,yes,no,6675
53,technician,divorced,secondary,no,45,no,no,6676
46,admin.,single,secondary,no,-136,yes,no,6677
28,blue-collar,single,secondary,no,1849,yes,no,6678
35,services,married,secondary,no,1453,yes,no,6679
29,admin.,single,secondary,no,1450,yes,no,6680
33,technician,married,tertiary,no,525,yes,yes,6681
32,services,single,secondary,no,284,yes,no,6682
27,services,single,secondary,no,54,yes,no,6683
34,blue-collar,single,secondary,no,-108,yes,no,6684
31,blue-collar,married,secondary,no,298,yes,no,6685
41,admin.,divorced,secondary,no,-365,yes,no,6686
30,admin.,single,secondary,no,-1,yes,no,6687
29,blue-collar,married,primary,no,1101,yes,yes,6688
38,technician,married,secondary,no,133,yes,no,6689
33,blue-collar,single,secondary,no,855,no,no,6690
27,technician,single,secondary,no,2430,yes,no,6691
49,management,divorced,tertiary,no,169,yes,no,6692
24,blue-collar,married,primary,no,933,yes,no,6693
27,blue-collar,single,secondary,no,2364,yes,no,6694
31,admin.,married,secondary,no,728,yes,yes,6695
42,blue-collar,married,secondary,no,1468,yes,no,6696
42,admin.,married,secondary,no,214,yes,no,6697
22,blue-collar,married,secondary,no,391,yes,yes,6698
54,technician,married,secondary,no,1865,yes,no,6699
28,blue-collar,single,unknown,no,448,yes,no,6700
40,management,married,tertiary,no,-130,yes,no,6701
48,admin.,single,secondary,no,1150,yes,no,6702
46,admin.,married,secondary,no,-363,yes,yes,6703
42,blue-collar,divorced,secondary,no,1820,yes,no,6704
39,blue-collar,married,primary,no,2862,yes,no,6705
29,management,married,tertiary,no,4050,yes,no,6706
40,admin.,married,secondary,yes,-279,yes,no,6707
35,blue-collar,married,secondary,no,1388,yes,no,6708
38,technician,divorced,secondary,no,-478,yes,no,6709
33,self-employed,married,tertiary,no,-103,yes,no,6710
31,blue-collar,single,primary,no,-443,yes,no,6711
28,blue-collar,divorced,unknown,no,101,yes,no,6712
30,technician,divorced,secondary,no,2262,yes,no,6713
42,blue-collar,married,secondary,no,54,yes,no,6714
28,blue-collar,single,secondary,no,0,yes,no,6715
43,technician,married,secondary,no,50,no,no,6716
28,services,single,secondary,no,40,yes,no,6717
29,services,married,secondary,no,308,yes,no,6718
36,blue-collar,married,secondary,no,21,yes,no,6719
25,blue-collar,single,secondary,no,1966,yes,no,6720
28,blue-collar,single,secondary,no,1,no,no,6721
61,retired,divorced,secondary,no,1857,yes,no,6722
32,admin.,single,secondary,no,-648,yes,no,6723
29,management,married,tertiary,no,168,yes,no,6724
26,technician,married,secondary,no,876,yes,no,6725
29,blue-collar,single,primary,no,80,yes,no,6726
30,services,married,primary,no,-286,yes,no,6727
46,blue-collar,married,unknown,no,-619,yes,no,6728
53,blue-collar,single,primary,no,-137,yes,yes,6729
28,blue-collar,married,primary,no,115,yes,no,6730
27,technician,married,secondary,no,58,yes,no,6731
27,blue-collar,single,secondary,no,1401,yes,no,6732
25,services,single,secondary,no,55,yes,yes,6733
38,technician,divorced,secondary,no,1333,yes,yes,6734
40,blue-collar,divorced,secondary,no,-90,yes,no,6735
27,services,single,secondary,no,3791,yes,no,6736
50,blue-collar,married,primary,no,490,yes,no,6737
47,blue-collar,married,secondary,no,480,yes,no,6738
60,blue-collar,married,primary,no,228,yes,no,6739
45,blue-collar,married,unknown,no,-320,yes,no,6740
29,self-employed,single,secondary,no,3672,yes,yes,6741
32,unemployed,married,secondary,no,-160,yes,no,6742
25,blue-collar,single,secondary,no,207,yes,no,6743
28,blue-collar,married,secondary,no,916,yes,no,6744
24,student,single,unknown,no,3298,yes,no,6745
34,services,married,secondary,no,1182,yes,no,6746
50,blue-collar,married,primary,no,1203,yes,yes,6747
44,admin.,married,secondary,no,72,yes,yes,6748
29,blue-collar,married,secondary,no,1171,yes,no,6749
29,admin.,married,secondary,no,36,yes,no,6750
25,self-employed,single,secondary,no,1242,yes,no,6751
